ITEM,NOMBRE
A22048,PVC FEED TUBE 1.20M
A22049,FEED NEEDLE 5/8 (16MM X 2MM)
A22050,FEED NEEDLE 190MM X 2.6MM
A22051,COMPLEFOSEL X 25 ML
A22052,AMINOACIDOS VIT 20 ML
A22053,AUROCLEAN CAT X 25 KG
A31000,Q CLORMUTIN
A31001,Q MICOSPECTIN X KG
A31002,Q MUTIN X KG
A31003,Q SULFATYL X KG
A31004,Q TILMICOX X KG
A31005,Q FLORFEN X KG
A31006,AURORAC X KG
A31007,Q SULFATYL T X KG
A31008,AUROQUINOL 60% X KG
A31009,HEPAXYN X 5 KG
A31010,HEPAXYN X 10 KG
A31011,HEPAXYN X KG
A31012,Q FLORFEN X 1 KG
A31013,Q FLORFEN X 5 KG
A31014,NICARCOX 25% X KG
A31015,PANTOX X KG
A31016,PREV OX X KG
A31017,PRO HEALTH X KG
A31018,AUROESENCIAL X KG
A31019,AUROLISTINA 10% X KG
A31020,PREV OX AQUA X KG
A31021,Q MICOSPECTIN L X KG
A31022,Q NEST X KG
A31023,BACITRACIN ZINC 15%
A41000,GELFIPRON X 11 G
A41001,NOV JABON ANTIBACTERIAL 081 GARRAFA 20 L
A41003,NOV GEL ANTIBACTERIAL FCO VALVULA LT
A41004,NOV NOVAC 20 GARRAFA 4 LT
A41005,NOV ACIVET GARRAFA 20 LT
A41006,NOV JABON ANTIBACTERIAL 080GARRAFA 4 LTS
A41007,NOV FENOMIX GT GARRAFA 20 LITROS
A41008,PASCAL X 20 LITROS
A41009,VIREX II 256 GARRAFA X 3.8 LITROS
A41010,NOV NOVAC 20 GARRAFA 20 LT
A41011,ECODES BM 3.8 LITROS
A41012,ECODES BM 20 LITROS
A41013,NOV NOVAC 20 FRASCO VALVULA X 1 LITRO
A41014,DISPENSADOR DE JABON 500 ML
A41015,NOV JABON ANTIBACTERIAL FR VAL X 1 LT
A41016,JABON LIQUIDO ANTIBACTERIAL X 4 LT
A41017,DETERGENTE LIQUIDO NEUTRO X 20 LT
A41018,DETERGENTE ACIDO (DES OX) X 4 LT
A41019,DESENGRASANTE DESINCRUSTANTE X 20 LT
A41020,DETERGENTE ACIDO (DES OX) X 20 LT
A41021,DESENGRASANTE DESINCRUSTANTE X 4 LT
A41022,ESTACION DE CEBADO DE RODENTICIDA
A41023,DETERGENTE LIQUIDO NEUTRO X 4 LT
A41024,GELFIPRON JGA 5 GR
A41025,JABON LIQUIDO CREMOSO ALMENDRAS X 4 LT
A41026,DETERGENTE ACIDO INDUSTRIAL X 4 LT
A41027,DETERGENTE ACIDO INDUSTRIAL X 20 LT
A42000,NORASYSTEM GARRAFA X 20 LITROS
A42001,SANITAS WP VET ENVASE 5 KG
A51000,CICLO GANADERO
A51001,CICLO GANADERO ORO
A51002,COMBO KIT POLLITO
A51003,COMBO MAXIMO
A51004,COMBO OPORTUNO
A51005,COMBO BRAHMAN
A51006,COMBO 1
A51007,COMBO 2
A51008,COMBO 3
A51009,COMBO 4
A51010,COMBO 5
A51011,COMBO 6
A51012,COMBO 7
A51013,COMBO 9
A51014,COMBO 10
A51015,COMBO 11
A51016,COMBO 12
A51017,COMBO 13
A51018,COMBO 14
A51019,COMBO 15
A51020,COMBO 16
A51021,COMBO 17
A51022,COMBO 18
A51023,COMBO KIT DEL CERDITO
A51024,COMBO CONVENCION
A51025,COMBO 21
A51026,COMBO 19
A51027,COMBO 20
A51028,COMBO 22
A51029,COMBO 23
A51030,COMBO 25
A51031,COMBO 26
A51032,COMBO 28
A51033,COMBO 29
A51034,COMBO 30
A51035,COMBO 31
A51036,COMBO 32
A51037,COMBO 33
A51038,COMBO 34
A51039,COMBO 35
A51040,COMBO 36
A51041,COMBO 37
A51042,COMBO 38
A51043,COMBO 39
A51044,COMBO 40
A51045,COMBO 41
A51046,COMBO 42
A51047,COMBO 43
A51048,COMBO 44
A51049,COMBO 45
A51050,COMBO BRAHMAN FULL
A51051,COMBO BRAHMAN INTERMEDIO
A51052,COMBO CRIOLLO
A51053,COMBO LECHERO
A51054,COMBO EXTRANJERO
A51055,SUPER COMBO EXTRANJERO
A51056,COMBO MIXTO
A51057,COMBO NORTE DE ANTIOQUIA 1
A51058,SUPER COMBO MASCOTAS
A51059,COMBO NORTE DE ANTIOQUIA 2
A51060,COMBO NORTE DE ANTIOQUIA 3
A51061,COMBO HUEVITO
A51062,SUPER COMBO EXTRANJERO MODIFICADO
A51063,COMBO EXTRANJERO 4K
A51064,COMBO HUEVO
A51065,COMBO CEBADOR MEJORADO
A51066,KIT HUEVO JUMBO
A51067,KIT HUEVO AAA
A51068,KIT HUEVO AA
A51069,COMBO CICLO 1
A51070,COMBO CICLO 2
A51071,COMBO CICLO 3
A51072,COMBO JERSEY
A51073,COMBO ROSS
A51074,COMBO PET
A51075,COMBO ANGUS
A51076,COMBO KIT POLLITO PLUS
A51077,KIT DEL CERDITO RV
A51078,KIT CARNE
A51079,KIT LECHE
A51080,KIT ACUA CARE
A61000,TANQUE ROTOPLAST 250L CT
A61001,TANQUE ROTOPLAST 500L CT
A61002,TANQUE ROTOPLAST 1.000L CT
A61003,TANQUE ROTOPLAST 2.000L CT
A61004,TANQUE ACUA 250L CT
A61005,LIMA TRIANGULAR TORNADO 6 X 12 UNDS
A61006,LIMA TRIANGULAR TORNADO 8 X 12 UNDS
A61007,LIMA MOTOSIERRA TORNADO 5/32
A61008,LIMA MOTOSIERRA TORNADO 3/16
A61009,LIMA MOTOSIERRA TORNADO 7/32
A61010,MALLA GALLINA NEGRA PLASTICA 1.80X50 MTS
A61011,TELA VERDE CERRAMIENTO X 100 MTS
A61012,TELA BLANCA CERRAMIENTO X 100 MTS
A61013,TELA NEGRA CERRAMIENTO X 100 MTS
A61014,HILO PP AMARILLO 12000 DE KILO X 12 UNDS
A61015,ACUA 6 MATIZADO X 250 MTS
A61016,ACUA 8 MATIZADO X 200 MTS
A61017,ACUA 10 MATIZADO X 125 MTS
A61018,ACUA 12 MATIZADO X 100 MTS
A61019,ACUA 6 MATIZADO X 500 MTS
A61020,CLAVO DE HERRAR DERBY CH5SL CAJA*10 BLSA
A61022,CLAVO DE HERRAR DERBY RACE 4.5 CAJA*10 B
A61023,CLAVO DE HERRAR DERBY RACE 4.5 CAJA*125
A61024,CLAVO DE HERRAR CORONA E6 CAJA*10 BLSA
A61026,CLAVO DE HERRAR CORONA E5 CAJA*10 BLSA
A61027,CLAVO DE HERRAR CORONA E5 CAJA*155
A61029,CLAVO DE HERRAR RIFLE E5 CAJA*150
A61030,CLAVO DE HERRAR RIFLE REG 4.5 CAJA*150
A61031,CLAVO DE HERRAR RIFLE REG 5 CAJA*150
A61035,ESCOFINA HERRERIA RIFLE 14 X UND
A61036,ESCOFINA HERRERIA HELLER LEGEND 14 X UN
A61037,TANQUE ACUA 500L CT
A61038,TANQUE ACUA 1.000L CT
A61039,TANQUE ACUA 2.000L CT
A61040,TANQUE ACUA DE 3.000L CT
A61041,TANQUE ROTOPLAST BICAPA 250L CT
A61042,TANQUE ROTOPLAST BICAPA 500L CT
A61043,TANQUE ROTOPLAST BICAPA 1.000L CT
A61044,TANQUE ROTOPLAST BICAPA 2.000L CT
A61045,TANQUE PONYPLAST 250L CT
A61046,TANQUE PONYPLAST 500L CT
A61047,TANQUE PONYPLAST 1.000L CT
A61048,TANQUE PONYPLAST 2.000L CT
A61049,BEBEDERO 500L CON KIT
A61050,SALADERO DE 27L
A61051,SALADERO DE 85L
A61052,SALADERO INTELIGENTE
A61053,PUNTILLA CAM LISA CC 1 1/2 X LB
A61054,PUNTILLA CAM LISA CC 2 X LB
A61055,PUNTILLA CAM LISA CC 2 1/2 X LB
A61056,PUNTILLA CAM LISA CC 3 X LB
A61057,PUNTILLA CAM LISA CC 3 1/2 X LB
A61058,PUNTILLA CAM LISA CC 4 X LB
A61059,PUNTILLA CAM LISA CC 5 X LB
A61060,PUNTILLA CAM LISA CC 1 1/2 X 400 GRS
A61061,PUNTILLA CAM LISA CC 2 X 400 GRS
A61062,PUNTILLA CAM LISA CC 2 1/2 X 400 GRS
A61063,PUNTILLA CAM LISA CC 3 X 400 GRS
A61064,PUNTILLA CAM LISA CC 3 1/2 X 400 GRS
A61065,PUNTILLA CAM LISA CC 4 X 400 GRS
A61066,PUNTILLA CAM LISA CC 5 X 400 GRS
A61067,ALAMBRE DE PUAS TORNADO 12.5 X 200 MTS
A61068,ALAMBRE DE PUAS TORNADO 12.5 X 350 MTS
A61069,ALAMBRE DE PUAS TORNADO 12.5 X 400 MTS
A61070,ALAMBRE DE PUAS TORNADO 14 X 150 MTS
A61071,ALAMBRE DE PUAS TORNADO 14 X 200 MTS
A61072,ALAMBRE DE PUAS TORNADO 14 X 350 MTS
A61073,ALAMBRE DE PUAS TORNADO 14 X 500 MTS
A61074,ALAMBRE DE PUAS TORNADO 14.5 X 125 MTS
A61075,ALAMBRE DE PUAS TORNADO 14.5 X 200 MTS
A61076,ALAMBRE DE PUAS TORNADO 14.5 X 350 MTS
A61077,ALAMBRE DE PUAS TORNADO 14.5 X 500 MTS
A61078,ALAMBRE DE PUAS TORNADO 16.5 X 200 MTS
A61079,ALAMBRE DE PUAS TORNADO 16.5 X 400 MTS
A61080,ALAMBRE C.E TORNADO 1070 CAL 12.5
A61081,ALAMBRE C.E TORNADO 1040 CAL 12.5
A61082,ALAMBRE C.E TORNADO 1070 CAL 14
A61083,ALAMBRE C.C TORNADO 1040 CAL 14
A61084,MALLA ANTIPAJARO 16MMx19MMx2 MTS X 150 M
A61085,MALLA DIAM VERDE 7x7x1 MT X 30 MTS
A61086,TELA PP CORTA VIENTOS TRANSP 3x100 MTS
A61087,BALANZA ELECTRONICA ACERO INOX 30 KG
A61088,BASCULA 30X34 (CM) 60 KG / KL1R
A61089,BASCULA BERNALITO 150KG
A61090,BASCULA 32X42 (CM) 150 KG / X4
A61091,BASCULA 32X42 (CM) 150 KG / KL1R
A61092,BASCULA 45X60 (CM) 300 KG
A61093,BASCULA 45X60 (CM) 600 KG / KL1R
A61094,BASCULA INALAMBRICA BERNALITO 150 KG
A61095,DINAMOMETRO O BASCULA DE GANCHO 120 KG
A61096,BALANZA DIGITAL DE COCINA EXTRA DELGADA
A61097,BALANZA DIGITAL PERSONAL MX 1989
A61098,BALANZA ELECTRONICA BERNALITO 40 KILOS
A61099,PLATAFORMA BER WIFI 40x50 300 INALAMBRI
A61100,PLATAFORMA BERNALO 40x50 300KL IND KL0
A61101,BASCULA ELECTRONICA 40x50(cm) 150 KILOS
A61102,CAMARA SEGURIDAD INALAMBRICA
A61103,CAMARA SOLAR DOMO 360 NEGRA
A61104,LINTERNA LED 6W
A61105,LAMPARA SOLAR LED 160LM
A61106,REFLECTOR SOLAR PARED
A61107,"ESTACA SOLAR 0,8W"
A61108,PROYECTOR ESTACA RGB
A61109,REFLECTOR VIAL SOLAR 90W
A61110,REFLECTOR VIAL SOLAR 120W
A61111,REFLECTOR LED 100W PANEL CR
A61112,REFLECTOR LED 300W PANEL CR
A61113,REFLECTOR LED MULTIC 100W PANEL
A61114,REFLECTOR SOLAR BASE 100W
A61115,REFLECTOR SOLAR BASE 50W
A61116,RADIO PORTATIL MULTF 3W BLUETOOTH
A61117,RADIO PORTATIL MULTF 4W
A61118,ACUA 8 MATIZADO X 400 MTS
A61119,ACUA 10 MATIZADO X 250 MTS
A61120,ACUA 12 MATIZADO X 200 MTS
A61121,SOGA ALTA TENACIDAD 8 X 125 M
A61122,SOGA ALTA TENACIDAD 10 X 125 M
A61123,SOGA ALTA TENACIDAD 8 X 250 M
A61124,SOGA ALTA TENACIDAD 10 X 250 M
A61125,GANAFULL 6 MATIZADO X 250 M
A61126,GANAFULL 8 MATIZADO X 200 M
A61127,GANAFULL 10 MATIZADO X 125 MTS
A61128,GANAFULL 6 MATIZADOX 500 MTS
A61129,GANAFULL 8 MATIZADO X 400 MTS
A61130,GANAFULL 10 MATIZADO X 250 MTS
A61131,GUADANADORA ECOMAX FT DECO 2T 43
A61132,FUMIGADORA ECOMAX EST GAS 6.5 ME200 ES22
A61133,BOMBA SUPERFICIAL QB60 DC
A61134,PLANTA ECOMAX 2.500 FT GE2500 D
A61135,MOTOBOMBA ECOMAX GAS FT MB40 2T
A61136,FUMIGADORA ESPALDA ECOMAX GAS 2T F768
A61137,PLANTA ECOMAX 6.500 FT GE6500E D
A61138,BOTA PLASTICA TROCHADORA NEGRO A TALL 36
A61139,BOTA PLASTICA TROCHADORA NEGRO A TALL 37
A61140,BOTA PLASTICA TROCHADORA NEGRO A TALL 38
A61141,BOTA PLASTICA TROCHADORA NEGRO A TALL 39
A61142,BOTA PLASTICA TROCHADORA NEGRO A TALL 40
A61143,BOTA PLASTICA TROCHADORA NEGRO A TALL 41
A61144,BOTA PLASTICA TROCHADORA NEGRO A TALL 42
A61145,BOTA PLASTICA TROCHADORA NEGRO A TALL 43
A61146,BOTA PLASTICA TROCHADORA NEGRO A TALL 44
A61147,BOTA TROCHADORA BLANCO B TALLA 36
A61148,BOTA TROCHADORA BLANCO B TALLA 37
A61149,BOTA TROCHADORA BLANCO B TALLA 38
A61150,BOTA TROCHADORA BLANCO B TALLA 39
A61151,BOTA TROCHADORA BLANCO B TALLA 40
A61152,BOTA TROCHADORA BLANCO B TALLA 41
A61153,BOTA TROCHADORA BLANCO B TALLA 42
A61154,BOTA TROCHADORA BLANCO B TALLA 43
A61155,BOTA TROCHADORA BLANCO B TALLA 44
A61156,AISLADOR PUNTILLA AMARILLO X 100 UNDS
A61157,AISLADOR TIPO PERA AMARILLO X 30 UNDS
A61158,AISLADOR CERCA VIVA AMARILLO X 25 UNDS
A61159,AISLADOR CINTA CORDON AMARILLO X 50 UNDS
A61160,AISLADOR TORNILLO NEGRO X 25 UNDS
A61161,TENSOR CERCA ELECTRICA PNO X UND
A61162,TENSOR CERCA ELECTRICA GDE X UND
A61163,TENSOR CERCA ELECTRICA PNO GALV X UND
A61164,TENSOR CERCA ELECTRICA GDE GALV X UND
A61165,CHAPETA 3X3 X UND
A61166,CHAPETA 4X3 X UND
A61167,CHAPETA 4X4 X UND
A61168,CHAPETA 6X4 X UND
A61169,CINTA CERCA ELECTRICA AZUL X 200 MTS
A61170,CORDON CERCA ELECTRICA AZUL X 200 MTS
A61171,BEBEDERO 2 LT MANIJA
A61172,BEBEDERO 5 LT MANIJA
A61173,"BEBEDERO 6,5 LT MANIJA"
A61174,BEBEDERO 8 LT MANIJA
A61175,COMEDERO TOLVA 3 KG
A61176,COMEDERO TOLVA 7 KG
A61177,COMEDERO TOLVA 12 KG
A61178,COMEDERO TOLVA 18 KG
A61179,BEBEDERO AUT DOBLE FIN
A61180,"BEBEDERO 0,5 LTS CODORNIZ"
A61181,"COMEDERO 0,5 CODORNIZ"
A61182,COMEDERO BEBE
A61183,COMEDERO LINEAL 33 CMS
A61184,COMEDERO LINEAL 50 CMS
A61185,COMEDERO LINEAL 60 CMS
A61186,COMEDERO LINEAL 80 CMS
A61187,COMEDERO LINEAL 1 MT
A61188,COMEDERO PERRO 5
A61189,COMEDERO PERRO 7
A61190,COMEDERO PERRO 10
A61199,"VARILLA COOPERWELD X 1,80MTS X UND"
A61201,CONECTOR VARILLA COOPERWELD
A61202,CARRETA BELLOTA ANTIP 3.5 5672 6
A61203,"VARILLA COOPERWELD X 1,50MTS X UND"
A61209,HERRADURA LANCERO CRIOLLA T 20 7*17 CJ*8
A61210,CLAVO DE HERRAR DERBY CH5SL CAJA*125
A61211,CLAVO DE HERRAR CORONA E6 CAJA*145
A61212,CLAVO DE HERRAR RIFLE E6 CAJA*150
A61213,GRAPA CERCA CAM 1 1/4 X 9 500 GRS
A61214,MARTILLO 27 MM CABO M AGPM
A61215,NYLON CUADRADO 3.3MM 100MTS AGPM
A61216,GRAPA CERCA 1 1/4 X 9 AGPM 1000 GRS
A61217,MACHETE 3 RAYAS 16 PULIDO
A61218,MACHETE 3 RAYAS 18 PULIDO
A61219,MACHETE 3 RAYAS 20 PULIDO
A61220,MACHETE BARRIGON 18 PULIDO
A61221,MACHETE BARRIGON 20 PULIDO
A61222,MACHETE BARRIGON 22 PULIDO
A61223,RED HENO GRUESA
A61224,RED HENO DELGADA
A61225,ALICATE DIABLO BELLOTA 10.5
A61226,ARO PARA CUCHILLA BELLOTA 350MM
A61227,CUCHILLA CORBATIN 20MM BELLOTA 352420 PU
A61228,CUCHILLA CORBATIN 1 BELLOTA 352425 ROJA
A61229,CUCHILLA CORBATIN 20MM BELLOTA 352420 RO
A61230,CUCHILLA CORBATIN 1 BELLOTA 352425 PULI
A61231,CUCHILLA RECTA 20MM BELLOTA 452220 NATUR
A61232,CUCHILLA RECTA 1 BELLOTA 452225 NATURAL
A61233,KIT YOYO BELLOTA 109 + NYLON 6MM
A61234,KIT YOYO BELLOTA 117 + NYLON 6MM
A61235,"NYLON REDONDO 3,3MM ROJO BELLOTA X 400MT"
A61236,ESCOBA BELLOTA PARA PRADO 5370 26
A61237,ESCOFINA HERRERIA BELLOTA C/E
A61238,FUMIGADORA BELLOTA 20 LITROS CAMARA EXTE
A61239,FUMIGADORA BELLOTA 5 LITROS
A61240,LIMA BELLOTA 4087 6 CM
A61241,LIMA BELLOTA 4087 8 CM
A61242,LIMA TIBURON 52397 6 CM
A61243,MACHETE BARRIGN BELLOTA 20 PULIDO
A61244,MACHETE RAMBO BELLOTA 12 PULIDO 465
A61245,MACHETE PEINILLA BELLOTA 16 NIQUELADO
A61246,MACHETE TRES RAYAS BELLOTA 18 PULIDO
A61247,PALIN HOYADOR BELLOTA 5505H
A61248,PALA REDONDA NO2 BELLOTA 5560
A61249,PALA REDONDA NO4 BELLOTA 5582
A61250,PALA CAVAHOYOS BELLOTA 310559 MADERA
A61251,PALA PLASTICA BELLOTA CUADRADA
A61252,PALIN BANANERO BELLOTA 5402 10 SP
A61253,RASTRILLO METLICO BELLOTA 12 DIENTES ROJ
A61254,RECOLECTOR DE FRUTA BELLOTA
A61255,SALADERO INTELIGENTE BELLOTA
A61256,SERRUCHO DE PODA BELLOTA 14 MM
A61257,TIJERA DE PODA BELLOTA 3501 180
A61258,TIJERA DE PODA BELLOTA 3501 220
A61259,CARRETA BELLOTA ANTIP 3.5 5672 6
A61260,KIT DE JARDINERIA
A61261,FUMIGADORA BELLOTA 1.5 LITROS
A61262,KIT YOYO AUTOMATICO + NYLON 6M
A61263,NYLON REDONDO EN DONA X 15MTS
A61264,"NYLON REDONDO 3,3MM NEGRO BELLOTA X 400M"
A61265,NYLON CUADRADO 2.7MM 15M NARANJA
A61266,HERRADURA LANCERO CRIOLLA T 22 7*17 X UN
A61267,HERRADURA LANCERO CRIOLLA T 23 7*17 X UN
A61268,HERRADURA LANCERO CRIOLLA T 24 7*17 X UN
A61269,HERRADURA LANCERO CRIOLLA T 25 7*17 X UN
A61270,HERRADURA LANCERO CRIOLLA T 26 8*18 X UN
A61271,HERRADURA LANCERO CRIOLLA T 27 8*18 X UN
A61272,HERRADURA LANCERO CRIOLLA T 28 8*18 X UN
A61273,HERRADURA LANCERO CRIOLLA T 29 8*18 X UN
A61274,HERRADURA LANCERO CRIOLLA T 30 8*18 X UN
A61275,HERRADURA LANCERO TRABAJO T20 X UND
A61276,HERRADURA LANCERO TRABAJO T22 X UND
A61278,HERRADURA LANCERO TRABAJO T24 X UND
A61279,HERRADURA LANCERO TRABAJO T25 X UND
A61280,HERRADURA LANCERO TRABAJO T27 X UND
A61281,HERRADURA LANCERO TRABAJO T23 CJ*8
A61282,ALICATE DIABLO HERRAGRO 10.5 NIQ MAT
A61283,CARRETA 100L HERRAGRO MAD PLATON PLAS NE
A61284,CUCHILLA GUADANA HERRAGRO 35CM X 3/4 C16
A61285,CUCHILLA GUADANA HERRAGRO 35CM X 1 C16 L
A61286,LIMA TRIANGULAR HERRAGRO REGULAR 6 M/P
A61287,LIMA TRIANGULAR HERRAGRO REGULAR 8 M/P
A61288,TIJERA FLORICULTURA 8 ALUMINIO HERRGRO
A61289,SACO PAYASO 80x120 X UND
A61290,HERRADURA LANCERO CRIOLLA PLUS T 20 UND
A61291,CARRETA 100L HERRAGRO MAD PLATON PLAS A
A61292,APERO VAQUERO COLOR REATA PARACORD
A61293,APERO VAQUERO AZUL REATA PARACORD
A61294,APERO VAQUERO ROJO REATA PARACORD
A61295,APERO VAQUERO AMARILLO REATA PARACORD
A61296,APERO VAQUERO COLOR REATA RIENDA MATIZAD
A61297,APERO VAQUERO NEGRO REATA RIENDA MATIZAD
A61298,APERO VAQUERO CHOCO REATA RIENDA MATIZAD
A61299,APERO VAQUERO BEIGE REATA RIENDA MATIZAD
A61300,APERO VAQUERO COLOR REATA RIENDA LUJO
A61301,APERO VAQUERO NEGRO REATA RIENDA LUJO
A61302,APERO VAQUERO CHOCO REATA RIENDA LUJO
A61303,APERO VAQUERO BEIGE REATA RIENDA LUJO
A61304,APERO VAQUERO MATIZADO
A61305,PALA CAVAHOYOS BELLOTA 310559 METALICO
A61306,ESCOBA BELLOTA PARA PRADO 5370 22
A61307,MACHETE 3 RAYAS 14 PULIDO
A61308,FUMIGADORA 20L HERRAGRO
A61309,NYLON REDONDO HERRAGRO 3.3 MM X 15 M NEG
A61310,MANIGUETA PORTILLO AMARILLA
A61311,"VARILLA COOPERWELD X 1,20MTS X UND"
A61312,POLIPROPILENO 2 CRUDO X 500
A61313,POLIPROPILENO 2 COLOR X 500 M
A61314,POLIPROPILENO 2 MATIZADO X 500 M
A61315,POLIPROPILENO 3 CRUDO X 350 M
A61316,POLIPROPILENO 3 COLOR X 350 M
A61317,POLIPROPILENO 3 MATIZADO X 350 M
A61318,POLIPROPILENO 4 CRUDO X 250 M
A61319,POLIPROPILENO 4 COLOR X 250 M
A61320,POLIPROPILENO 4 MATIZADO X 250 M
A61321,POLIPROPILENO 5 CRUDO X 240 M
A61322,POLIPROPILENO 5 COLOR X 240 M
A61323,POLIPROPILENO 5 MATIZADO X 240 M
A61324,POLIPROPILENO 6 CRUDO X 150 M
A61325,POLIPROPILENO 6 COLOR X 150 M
A61326,POLIPROPILENO 6 MATIZADO X 150 M
A61327,POLIPROPILENO 8 CRUDO X 100 M
A61328,POLIPROPILENO 8 COLOR X 100 M
A61329,POLIPROPILENO 10 COLOR X 100 M
A61330,POLIPROPILENO 12 COLOR X 100 M
A61331,HERRADURA LIBERO 2X0 T28 CJA X 10 JUEGOS
A61332,HERRADURA LIBERO 3X0 T26/27 CJA X 10 JUE
A61333,COMEDERO PORCICOLA X 40 KG
A61334,MACHETE RULA 1401 24 HERRAGRO
A61335,PALA REDONDA HERRAGRO 6056 4 C16/1.6MM
A61336,PALA REDONDA HERRAGRO 6056 2 C16/1.6MM
A61337,TIJERA PODA 12 CM HERRAGRO
A61338,GRAPA CERCA CAM 1 1/4 X 9 1000 GRS
A61339,COMEDERO DOBLE PARA PERRO
A61340,PEINILLA 12 NIQUELADA
A61341,PEINILLA 14 NIQUELADA
A61342,PEINILLA 16 NIQUELADA
A61343,PEINILLA 18 NIQUELADA
A61344,PEINILLA 20 NIQUELADA
A61345,GRAPA CERCA CAM 1 X 9 AGPM 1000 GRS
A61346,HILO PP AMARILLO 12000 DE KILO X 12 UNDS
A61347,HILO PP VERDE ECO 12000 DE KILO X 12 UND
A61348,HILO FIQUE 3 CABOS 3 DE KILO X 25 UNDS
A61349,HACHA FORJADA HERRAGRO 4310 4 LB OJO GOT
A61350,LINTERNA COR RECARGABLE LITIO
A61351,REFLECTOR LED 200 W PANEL CR
A61352,BEBEDERO AUTOMATICO ESTRA CF
A61353,BEBEDERO AUTOMATICO ESTRA SF
A61354,COMEDERO ANTIDE 12 KG ESTRA
A61355,RECOLECTOR DE FRUTA ESTRA
A61356,HUACAL AVICOLA ESTRA
A61357,JAQUIMON DE LUJO REATA PARACORD
A61358,JAQUIMON DE LUJO REATA IMP
A61359,JAQUIMON EN REATA SENCILLO
A61360,JAQUIMON DE NUDOS
A61361,APERO VAQUERO MATIZADO X REATA
A61362,HERRADURA LIBERO 0 TALLA 29 CJA X 10 JUE
A61363,HERRADURA LIBERO 1 TALLA 30 CJA X 10 JUE
A61364,HERRADURA LIBERO 2 TALLA 31 CJA X 10 JUE
A61365,HERRADURA LIBERO 3 TALLA 33 CJA X 10 JUE
A61366,HERRADURA LIBERO 4 TALLA 35 CJA X 10 JUE
A61367,HERRADURA LIBERO 5 TALLA 37 CJA X 10 JUE
A61368,HERRADURA LIBERO 6 TALLA 39 CJA X 10 JUE
A61369,ROLLO MALLA HEXAG 90 X 30 X 1/2 METAL
A61370,"NYLON CUAD NJA 2,7MM 100MTS AGPM"
A61371,BALDE PLASTICO RECOLECTOR HERRAGRO 18 LT
A61372,CUCHILLA PICAP 3 HUECOS HERRAGRO 3779 C1
A61373,ESCOBA BARREPRADO HERRAGRO PLAST 25D
621066,ALCOHOL ANTISEPTICO
631026,AGUA PARA INYECCION
971000,SERVICIO DE MAQUILA
971001,HORAS EXTRA SERVICIO DE MAQUILA
971002,SERVICIO DE SERIGRAFIA IVA 19%
971003,SERVICIO DE MAQUILA IVA 19%
971004,SERVICIO DE SERIGRAFIA
971005,SERVICIO DE MAQUILA IVA 5%
971006,SERVICIO DE ENVASE Y EMPAQUE
971007,SERVICIO DE ENVASE Y EMPAQUE IVA 19%
MMP001,DIOXIDO DE TITANIO
VAF452801,VENTA ACT FIJO EQ DE COMPUT Y COMUNICAC
VAF454001,VENTA ACT FIJO FLOTA Y EQ DE TRANSP-CA
VAF452401,VENTA ACT FIJOS / VENTA EQ OFICINA
VAF451501,ACT FIJOS / VENTA PROP PLANTA Y EQUIP CA
VAF454002,VENTA ACT FIJO FLOTA Y EQ DE TRANSP -CV
BL,SERVICIO DE MAQUILA BL
BS,SERVICIO DE MAQUILA BS
DR,SERVICIO DE MAQUILA DR
FM,SERVICIO DE MAQUILA FM
LD,SERVICIO DE MAQUILA LD
LE,SERVICIO DE MAQUILA LE
LI,SERVICIO DE MAQUILA LI
LJ,SERVICIO DE MAQUILA LJ
LL,SERVICIO DE MAQUILA LL
LQ,SERVICIO DE MAQUILA LQ
LR,SERVICIO DE MAQUILA LR
PQ,SERVICIO DE MAQUILA PQ
MMP002,BASE DE JABON
MMP003,BOLSA DE POLIPROPILENO˜x˜100˜G
331185,BOLSA ZIPLOC 10 X˜13
221273,UREA
221275,COLOR AZUL N1 LACA OLEOSOLUBLE
221276,CERA DE CARNAUBA
221280,COLAGENO HIDROLIZADO
221281,SUERO DULCE DE LECHE
221282,MOHOGRAN VIDA MEZCLA ACIDOS
221283,MOHOGRAN AFP SOLIDO
311150,SACO KRAFT IMPRESO 39 + 14X92 CON LINNER
311151,SACO KRAFT IMPRESO 39 + 10X92 CON LINNER
311152,SACO KRAFT IMPRESO 39 + 14X80 CON LINNER
311153,ENVASE X 3000 CC NEGRO
311154,TAPA N120 NEGRA
311155,JERINGA BLANCA CONO A X 20 ML CABATEL NF
311156,LINNER ESP POLIESTIRENO D 119.51 C 1.01
311157,BOLSA TERMOENCOGIBLE ˜32.5 X 47
311158,BOLSA TERMOENCOGIBLE ˜17.5 X 22
311159,BOLSA TERMOENCOGIBLE ˜ 22 X 27
311160,BOLSA TERMOENCOGIBLE ˜28 X 32
311176,ROLLO TRILAM ACTIV GEL X 35 G PROQUIVET
321103,PLEGADIZA BOLDEBIG X 500ML NICARAGUA
321104,CARTON BANDEJA 30.5 X 20.5
321105,CARTON BANDEJA 12 X 9
321106,PLEGADIZA AUROCEF X 4 G - EMIRATOS
331186,ETIQUETA BOLDEBIG X 500 ML NICARAGUA
331187,ETIQUETA AUROZOLE X 1000 ML - EMIRATOS
331188,ETIQUETA BRILLA PEL X 2KG - EMIRATOS
331189,ETIQUETA BRIO JOINT X 2 KG˜ FYD EMIRATO
